job title,company name,date,location,skills
Social Media Specialist - Saudi Arabia,GoTrah -,1 month ago,"Jeddah, Saudi Arabia ",Full TimeExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · E-Marketing · Marketing · Performance · Social Media · Writing · English · Arabic · Creative
Social Media Specialist,GoTrah -,1 month ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · English · Creative · Arabic · Writing Skills · Social Media · Marketing · Performance
Senior Content Creator / Copywriter,New Horizons -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · content creator · copywriter · Content · Editing · Creative · Marketing · Writing
Head of Sales,Confidential -,1 month ago,"Katameya, Cairo, Egypt ",Full TimeManager · 5 - 10 Yrs of Exp · Sales/Retail · Communication · business · Marketing · Sales · Sales Target
Market Research Manager,intella -,1 month ago,"Dokki, Giza, Egypt ",Full TimeManager · 5 - 7 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Market Research · Data Analysis · Management · Analysis · E-Marketing · Marketing · Research · Projects
Social Media Specialist,Confidential -,1 month ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Social Media · Social Media Optimization · Social Media Advertising · campaigns · social · media · Marketing · E-Marketing
Senior Content Creator,Pyaan -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 10 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Content · journalism · Marketing · Writing · Social Media · Microsoft Office · English
Content Creator,Rabeh E Marketing -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 6 Yrs of Exp · Writing/Editorial · content creator · Marketing · Social Media · Writing Skills · Writing · Arabic · Content · Creator · English
Senior Web Content Specialist,Gila Electric -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Content Development · E-Marketing · Writing · Content · Creative · Marketing · social · SEO
Video Content Writer / Editor,Argaam -,1 month ago,"Mohandessin, Giza, Egypt ",Work From HomeExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Editing · content creator · Video script · Social Media · Writing · Marketing · Adobe Photoshop
social media specialist,Euruq AlSahra -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · Creative/Design/Art · IT/Software Development · Marketing/PR/Advertising · 'strategy' · 'seo' · 'followers' · 'social media'
Senior Graphic Designer,Cultark -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic Design · Design · Adobe Illustrator · Adobe Photoshop · Creative · Graphics · Motion Graphics
Senior Graphic Designer,Pyaan -,19 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 10 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · Art · Design · Graphic · Graphic Design · illustrator · Marketing · Video Editing
Senior Graphic Designer,El Megharbel Construction -,10 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · Creative/Design/Art · Adobe illustrator · Senior Graphic Designer · Adobe Photoshop · illustrator · indesign · graphics · Video Editing · Graphic Design
Social Media Manager,Confidential -,2 months ago,"Nasr City, Cairo, Egypt ",Work From HomeExperienced · 1+ Yrs of Exp · Marketing/PR/Advertising · Communication skills · Social Media
Senior UI/UX Designer,Trufla -,2 months ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · Development · Information Technology (IT) · Software · ui · UX
Advertising Sales Executive,Neutlex Media -,2 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · Advertising · Advertising Sales · Media Sales · Sales · media · Digital · Sales Target
Account Executive,e-motion -,6 days ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising · business · Marketing · Communication · English · Skills · Advertising · Presentations · Strategic Thinking
Business Unit Managers,Confidential -,12 days ago,"Cairo, Egypt ",Full TimeManager · 3 - 14 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Pharmaceutical · Pharmacy · Science · Business Development · Sales · sales skills · Agile
E-Commerce Manager 'Nigeria',Raya Distribution -,11 days ago,"Lagos, Nigeria ",Full TimeManager · 7 - 11 Yrs of Exp · Operations/Management · Sales/Retail · E-Commerce · Sales · online · Retail
Social Media Specialist,Ali Salah Architect -,2 months ago,"Hadayek Alahram, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Social Media · Marketing · Copywriting · English · Writing · KPIs · Writing Skills
Content Creator,Creator -,2 months ago,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Content · copywriter · Creative · Marketing · Social Media · Design · English · Writing
Senior Graphic Designer,DIGITISED -,16 days ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 5 - 8 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · Adobe Photoshop · Design · Designer · Graphic · Graphic Design · Senior Graphic Designer · Animation
Motion Graphic Artist,Pioneers Now -,2 months ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Animation · Design · Graphic Design · illustrator · Video Editing · Motion · graphics
SR. LMS & Products Specialist,alfanar -,11 days ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · Business Development · Human Resources · L&D · Training Needs Analysis · Training Management · Training · Human Resources Development · E-Learning · Learning Management Systems · Product Management
Head Of Content,AEG -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeSenior Management · 4 - 6 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Content · Marketing · Content Creation · Social Media · Creative · Design · Communication
Graphic Designer,rabbit advertising -,19 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Creative Suite · Adobe Premiere · photoshop · Graphic Design · Graphic · Creative · Adobe Photoshop
Video Editor,Engosoft -,25 days ago,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · adobe · Adobe After Effects · Adobe Premiere · Editing Software · photoshop · English · Editing · Premiere
Content Creator Specialist,Confidential -,2 months ago,"Tanta, Gharbia, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication skills · social · Content · media · Social Media · Administration · Business Administration · Communication
Graphic Designer Specialist (Printing & Packaging) - Alexandria,International Group For Modern Coating  -,25 days ago,"Bourj Alarab, Alexandria, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe Photoshop · Adobe illustrator · Design · Creative · Fine Arts · Graphic Design · Graphic · Printing
Graphic Designer,Yasser Abdallah Developments -,4 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Creative/Design/Art · Adobe After Effects · Adobe illustrator · Adobe Indesign · Adobe Photoshop · Adobe Premiere · Applied Arts · Fine Arts · Graphic Design · illustrator
Social Media Specialist,Shift Digital Solutions -,5 days ago,"Port Said, Egypt ",InternshipEntry Level · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Social Media · moderation · E-Marketing
HealthCare IT Presales,Millensys -,5 days ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Medical/Healthcare · Healthcare · Sales · Presales · sales skills · Information Technology (IT) · Computer Science · business
Videographer,Shgardi -,19 days ago,"Khobar, Saudi Arabia ",Full TimeExperienced · 2 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Editing · Cinematography · media · Production · Videographer · Videography · Video Editing
SEO specialist,Digital Oarks -,25 days ago,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Marketing/PR/Advertising · Keyword research · Search Engine · SEO
Senior Graphic Designer,Confidential -,9 days ago,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 7 - 10 Yrs of Exp · Creative/Design/Art · Manufacturing/Production · Marketing/PR/Advertising · Adobe illustrator · Design · Creative · Adobe Photoshop · graphics · Graphic Design · Graphic
Sales Engineer ( Light Current Systems ),Deglatech Advanced Technologies -,1 month ago,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Sales/Retail · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Communication · Electrical · Engineering · Mechatronics · Sales engineer · Sales · MS Office
"Sr. Manager, Commercial",Natcom -,1 month ago,"Cairo, Egypt ",Full TimeManager · 5 - 10 Yrs of Exp · Business Development · Operations/Management · Sales/Retail · Retail · Retail Sales · Customer Retention · Commercial · Consumer Behavior · Project Management
"Sr. Manager, Commercial",Natcom -,12 days ago,"Cairo, Egypt ",Full TimeManager · 5 - 8 Yrs of Exp · Customer Service/Support · IT/Software Development · Sales/Retail · Commercial · sales skills · Sales
Sales Force Commerce Cloud Developer,FlairsTech -,24 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Business Development · Commerce · Cloud · Sales · Communication · Sales Target · Communication skills · Computer Science
Copywriter,Confidential -,24 days ago,"Alexandria, Egypt ",Part TimeFreelance / ProjectWork From HomeExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Creative · Copywriting · Proofreading · Communication · Writing · English · Copy Writing · Social Media
Junior Web Developer,scandiweb -,24 days ago,"Riga, Latvia ",Full TimeWork From HomeEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · HTML · CSS · PHP · jQuery · Web Development · Software Development · MySQL · Software Engineering
Bespoke Artist,Colortek Egypt / Epdc -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · Art · Bespoke · Paints · Decoration · Decorative paints · Artist · Applying · Design · Creativity
Graphic Designer,MB for Engineering -,27 days ago,"Dokki, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · illustrator · Adobe Photoshop · Design · Graphic Design · photoshop
Business Development Engineer,GlassRock Insulation Co. -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Business Development · Engineering - Telecom/Technology · Business Development · Engineering · Development · Information Technology (IT) · Software Engineering · business · Software Development
Content Creator,Confidential -,5 days ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · content creator · Social Media
Videographer,EGY TRADE -,4 days ago,"Moharam Bek, Alexandria, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic Design · Design · illustrator · photoshop · media · Premiere · Video Editing
Senior Social Media Specialist,DigitalMass -,6 days ago,"Istanbul, Turkey ",Full TimeWork From HomeExperienced · 3 - 7 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Social Media · social · social media specialist
UI UX Designer,Confidential -,20 days ago,"Badr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Development · Design · UI · UX · adobe
Senior UI/UX Website Designer, ProfileTree -,1 month ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Web Design · Adobe Photoshop · Information Technology (IT) · photoshop · UX · UX Design · Figma
Motion Graphic Designer,Confidential -,1 month ago,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · Adobe Photoshop · After Effects · Graphic · illustrator · Design · Graphic Design · Creative
Motion Graphic Designer & Video Editor,Asma Commercial Group -,1 month ago,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Premiere · Design · Creative · Motion Graphics · Adobe Premiere Pro · Video Editor
"Specialist, Student Enrollment",ESLSCA University -,23 days ago,"Giza, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Administration · Customer Service · Communication skills · Customer Support · Education
Graphic Designer,Everlast -,1 month ago,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Creative Suite · Adobe illustrator · Adobe Photoshop · Adobe Premiere · Applied Arts · Creative · Design
Motion Graphic Designer,GoTrah -,1 month ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 4 - 6 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · Creative · Design · Graphic Design · Graphic Designing · illustrator · photoshop · dreamweaver
"Specialist, Admissions – Graduate Studies",ESLSCA University -,24 days ago,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Administration · Customer Service · Administrative Affairs · Customer Care · Geography
Creative Art Director,Andalusia Group -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeManager · 4+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Applied Arts · Arts · Design · Art · Fine Arts
Graphic Designer,shop4build -,1 month ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic Design · Graphic · Design · Adobe Photoshop · Adobe illustrator · photoshop · Arts
Senior WordPress Developer, ProfileTree -,1 month ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · CSS · PHP · WordPress · Development · Shopify
Senior Graphic Designer,42 Group -,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 4 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · Adobe Photoshop · Design · Graphic · Graphic Design · HTML · CSS · Creative
Graphic Designer Intern,Procrew -,1 month ago,"San Stefano, Alexandria, Egypt ",InternshipEntry Level · Creative/Design/Art · Adobe Photoshop · Design · Designer · Graphic · Graphic Design · Adobe illustrator · photoshop · indesign · illustrator
Senior Graphic Designer - Real Estate,Kandeel Group -,1 month ago,"Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Real Estate · Design · Graphic Design · Adobe Photoshop · Graphic · Photoshop · Illustrator
Junior Notion System Builder,Notionise -,2 months ago,"Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · Writing/Editorial · Operations/Management · Marketing/PR/Advertising · Notion · Operations Management · Database Systems · English · SEO · Copywriting · Market Research
Front End Developer-Remotely,Delivery-tech -,1 month ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · front-end · CSS · JavaScript · AJAX · Angular · React · Vue.js · AngularJS
Media sales executive,Madar Soft -,2 months ago,"Fleming, Alexandria, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · business · Business Development · Advertising · Management · Sales · sales skills · Sales Target
UI/UX Designer (On-Site),Union Coop -,2 months ago,"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · UI · UX · Computer Science · CSS · HTML5 · Bootstrap · Adobe
Back-End Developer- Remotely,Delivery-tech -,2 months ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Computer Science · Information Technology (IT) · PHP · MySQL · Apache · Software Engineering · Backend
Back-End Developer (Apache AirFlow) - Remotely,Delivery-tech -,2 months ago,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Apache · back-end · Back-End Developer · Computer Science · Information Technology (IT) · Software Development · developer · JavaScript
Business Coordinator,FloraDoor -,2 months ago,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 1 - 5 Yrs of Exp · males_only · Administration · Customer Service/Support · Sales/Retail · English · Communication Skills · Business Administration · Flowers · Coordinator · Customer Service · E-Commerce
Business Unit Manager,Confidential -,2 months ago,"Cairo, Egypt ",Full TimeManager · 3 - 14 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Pharmaceutical · Pharmacy · Science · Business Development · Sales · sales skills · Agile
Motion Graphics Designer,Media Republic -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Graphic Design · graphics · Adobe After Effects · Adobe Photoshop · Adobe illustrator · 3D studio · Creative · Motion Graphics
Motion Graphic Designer & Video Editor,Everlast -,2 months ago,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Adobe Premiere · Design · Fine Arts · Graphic Design · illustrator
Senior Finalizer Graphic Designer,STAR-Unlimited -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · males_only · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Design · Arts · Graphic Design · Adobe illustrator · Adobe Photoshop · In Design · Graphic
Graphic Designer,RAM group -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · Manufacturing/Production · Marketing/PR/Advertising · Graphic Design · Designer · Fine Arts · Typography · Creative · giveaways · branding
Creative Copywriter,Admireworks -,2 months ago,"Cairo, Egypt ",Freelance / ProjectWork From HomeExperienced · 2+ Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · Advertising · Content · content creator · Copywriting · copywriter · Creative
Software Sales Account Manager, Roaya -,2 months ago,"Maadi, Cairo, Egypt ",Full TimeManager · 2 - 4 Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Cloud Solutions · Information Technology (IT) · Cloud · Sales · Microsoft · Engineering · Computer Science
Software Sales Lead,Confidential -,2 months ago,"Riyadh, Saudi Arabia ",Full TimePart TimeFreelance / ProjectManager · 5+ Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Computer Science · Customer Service · Communication · English · Engineering · Information Technology (IT) · Management
Senior Graphic designer,Living Yards Developments -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Design · Experience · Graphic Design
Graphic Designer,Confidential -,2 months ago,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Graphic Design · illustrator · photoshop · Social Media · 3D Graphics
Video Editor,Bee Interactive Ltd. -,2 months ago,"Zamalek, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Video Editing · Editing Software · Adobe After Effects · Adobe Photoshop · Adobe Premiere · Editing · video
Junior Trainee QA,scandiweb -,2 months ago,"Riga, Latvia ",Full TimeWork From HomeEntry Level · 1+ Yrs of Exp · IT/Software Development · Quality · QA · Quality Assurance · Development · Project Management · Information Technology (IT) · Ecommerce · Communication
